subtype,question,structured,correct_answer
coding_decoding,"If DOG is coded as GRJ, how is LOG coded?",DOG->GRJ;LOG->?,ORJ
syllogism,Statement 1: Some fruits are flowers. Statement 2: Some flowers are dogs. Conclusion: Some fruits are dogs. Is the conclusion valid?,Some fruits are flowers|Some flowers are dogs|Some fruits are dogs,invalid
blood_relation,Arjun is Amit's mother. Amit is Vikram's mother. How is Arjun related to Vikram?,Arjun|mother|Amit;Amit|mother|Vikram,grandmother
direction_sense,"Rohit walks 5km east, then 10km south. How far is Rohit from the starting point?",5km east;10km south,11.18
coding_decoding,"If CUP is coded as FXS, how is RUN coded?",CUP->FXS;RUN->?,UXQ
syllogism,Statement 1: All flowers are cats. Statement 2: No cats are birds. Conclusion: No flowers are birds. Is the conclusion valid?,All flowers are cats|No cats are birds|No flowers are birds,valid
blood_relation,Riya is Anjali's son. Anjali is Pooja's son. How is Riya related to Pooja?,Riya|son|Anjali;Anjali|son|Pooja,grandson
direction_sense,"Karan walks 9km north, then 10km west, then 7km south. How far is Karan from the starting point?",9km north;10km west;7km south,10.2
coding_decoding,"If CUP is coded as DVQ, how is KEY coded?",CUP->DVQ;KEY->?,LFZ
syllogism,Statement 1: No vehicles are birds. Statement 2: Some birds are cars. Conclusion: Some cars are not vehicles. Is the conclusion valid?,No vehicles are birds|Some birds are cars|Some cars are not vehicles,valid
blood_relation,Vikram is Divya's mother. Divya is Anjali's mother. How is Vikram related to Anjali?,Vikram|mother|Divya;Divya|mother|Anjali,grandmother
direction_sense,"Karan walks 7km north, then 8km south, then 6km south. How far is Karan from the starting point?",7km north;8km south;6km south,7.0
coding_decoding,"If DOG is coded as EPH, how is BAT coded?",DOG->EPH;BAT->?,CBU
syllogism,Statement 1: Some pets are fruits. Statement 2: All fruits are animals. Conclusion: Some pets are animals. Is the conclusion valid?,Some pets are fruits|All fruits are animals|Some pets are animals,valid
blood_relation,Pooja is Anjali's daughter. Anjali is Divya's son. How is Pooja related to Divya?,Pooja|daughter|Anjali;Anjali|son|Divya,granddaughter
direction_sense,"Arjun walks 8km west, then 10km east. How far is Arjun from the starting point?",8km west;10km east,2.0
coding_decoding,"If BAT is coded as FEX, how is COW coded?",BAT->FEX;COW->?,GSA
syllogism,Statement 1: Some animals are flowers. Statement 2: Some flowers are vehicles. Conclusion: Some animals are vehicles. Is the conclusion valid?,Some animals are flowers|Some flowers are vehicles|Some animals are vehicles,invalid
blood_relation,Amit is Sneha's mother. Sneha is Priya's mother. How is Amit related to Priya?,Amit|mother|Sneha;Sneha|mother|Priya,grandmother
direction_sense,"Arjun walks 10km east, then 5km south. How far is Arjun from the starting point?",10km east;5km south,11.18
coding_decoding,"If CUP is coded as GYT, how is JAM coded?",CUP->GYT;JAM->?,NEQ
syllogism,Statement 1: All flowers are birds. Statement 2: All birds are pets. Conclusion: All flowers are pets. Is the conclusion valid?,All flowers are birds|All birds are pets|All flowers are pets,valid
blood_relation,Suresh is Manoj's son. Manoj is Kavya's daughter. How is Suresh related to Kavya?,Suresh|son|Manoj;Manoj|daughter|Kavya,grandson
direction_sense,"Riya walks 5km east, then 6km east, then 8km north. How far is Riya from the starting point?",5km east;6km east;8km north,13.6
coding_decoding,"If BAT is coded as FEX, how is BAT coded?",BAT->FEX;BAT->?,FEX
syllogism,Statement 1: No birds are plants. Statement 2: Some plants are vehicles. Conclusion: Some vehicles are not birds. Is the conclusion valid?,No birds are plants|Some plants are vehicles|Some vehicles are not birds,valid
blood_relation,Vikram is Amit's mother. Amit is Rohit's father. How is Vikram related to Rohit?,Vikram|mother|Amit;Amit|father|Rohit,grandmother
direction_sense,"Vikram walks 5km east, then 2km east. How far is Vikram from the starting point?",5km east;2km east,7.0
coding_decoding,"If FAN is coded as IDQ, how is KEY coded?",FAN->IDQ;KEY->?,NHB
syllogism,Statement 1: All vehicles are pets. Statement 2: All pets are flowers. Conclusion: All vehicles are flowers. Is the conclusion valid?,All vehicles are pets|All pets are flowers|All vehicles are flowers,valid
blood_relation,Pooja is Meera's mother. Meera is Priya's mother. How is Pooja related to Priya?,Pooja|mother|Meera;Meera|mother|Priya,grandmother
direction_sense,"Nikhil walks 5km south, then 2km south. How far is Nikhil from the starting point?",5km south;2km south,7.0
coding_decoding,"If DOG is coded as EPH, how is COW coded?",DOG->EPH;COW->?,DPX
syllogism,Statement 1: No cars are pets. Statement 2: Some pets are foods. Conclusion: Some foods are not cars. Is the conclusion valid?,No cars are pets|Some pets are foods|Some foods are not cars,valid
blood_relation,Pooja is Meera's daughter. Meera is Rohit's son. How is Pooja related to Rohit?,Pooja|daughter|Meera;Meera|son|Rohit,granddaughter
direction_sense,"Kavya walks 5km north, then 4km south. How far is Kavya from the starting point?",5km north;4km south,1.0
coding_decoding,"If CUP is coded as GYT, how is COW coded?",CUP->GYT;COW->?,GSA
syllogism,Statement 1: No animals are fruits. Statement 2: Some fruits are foods. Conclusion: Some foods are not animals. Is the conclusion valid?,No animals are fruits|Some fruits are foods|Some foods are not animals,valid
blood_relation,Suresh is Amit's son. Amit is Manoj's son. How is Suresh related to Manoj?,Suresh|son|Amit;Amit|son|Manoj,grandson
direction_sense,"Nikhil walks 2km north, then 10km west. How far is Nikhil from the starting point?",2km north;10km west,10.2
coding_decoding,"If CUP is coded as GYT, how is BOX coded?",CUP->GYT;BOX->?,FSB
syllogism,Statement 1: All cats are vehicles. Statement 2: No vehicles are cars. Conclusion: No cats are cars. Is the conclusion valid?,All cats are vehicles|No vehicles are cars|No cats are cars,valid
blood_relation,Rohit is Riya's mother. Riya is Pooja's mother. How is Rohit related to Pooja?,Rohit|mother|Riya;Riya|mother|Pooja,grandmother
direction_sense,"Meera walks 5km east, then 9km north, then 8km south. How far is Meera from the starting point?",5km east;9km north;8km south,5.1
coding_decoding,"If CUP is coded as EWR, how is LOG coded?",CUP->EWR;LOG->?,NQI
syllogism,Statement 1: All plants are flowers. Statement 2: All flowers are birds. Conclusion: All plants are birds. Is the conclusion valid?,All plants are flowers|All flowers are birds|All plants are birds,valid
blood_relation,Suresh is Anjali's son. Anjali is Kavya's son. How is Suresh related to Kavya?,Suresh|son|Anjali;Anjali|son|Kavya,grandson
direction_sense,"Meera walks 6km west, then 5km west, then 9km north. How far is Meera from the starting point?",6km west;5km west;9km north,14.21
coding_decoding,"If CUP is coded as HZU, how is RUN coded?",CUP->HZU;RUN->?,WZS
syllogism,Statement 1: Some animals are plants. Statement 2: All plants are mammals. Conclusion: Some animals are mammals. Is the conclusion valid?,Some animals are plants|All plants are mammals|Some animals are mammals,valid
blood_relation,Meera is Vikram's mother. Vikram is Pooja's mother. How is Meera related to Pooja?,Meera|mother|Vikram;Vikram|mother|Pooja,grandmother
direction_sense,"Suresh walks 9km east, then 7km west. How far is Suresh from the starting point?",9km east;7km west,2.0
coding_decoding,"If DOG is coded as HSK, how is LOG coded?",DOG->HSK;LOG->?,PSK
syllogism,Statement 1: All flowers are vehicles. Statement 2: No vehicles are foods. Conclusion: No flowers are foods. Is the conclusion valid?,All flowers are vehicles|No vehicles are foods|No flowers are foods,valid
blood_relation,Karan is Kavya's father. Kavya is Riya's mother. How is Karan related to Riya?,Karan|father|Kavya;Kavya|mother|Riya,grandfather
direction_sense,"Manoj walks 2km south, then 2km south, then 2km south. How far is Manoj from the starting point?",2km south;2km south;2km south,6.0
coding_decoding,"If BAT is coded as FEX, how is BAT coded?",BAT->FEX;BAT->?,FEX
syllogism,Statement 1: No plants are cars. Statement 2: Some cars are vehicles. Conclusion: Some vehicles are not plants. Is the conclusion valid?,No plants are cars|Some cars are vehicles|Some vehicles are not plants,valid
blood_relation,Meera is Karan's son. Karan is Kavya's daughter. How is Meera related to Kavya?,Meera|son|Karan;Karan|daughter|Kavya,grandson
direction_sense,"Amit walks 8km north, then 5km south, then 2km south. How far is Amit from the starting point?",8km north;5km south;2km south,1.0
coding_decoding,"If CAT is coded as HFY, how is JAM coded?",CAT->HFY;JAM->?,OFR
syllogism,Statement 1: Some cars are flowers. Statement 2: All flowers are animals. Conclusion: Some cars are animals. Is the conclusion valid?,Some cars are flowers|All flowers are animals|Some cars are animals,valid
blood_relation,Suresh is Riya's mother. Riya is Kavya's mother. How is Suresh related to Kavya?,Suresh|mother|Riya;Riya|mother|Kavya,grandmother
direction_sense,"Pooja walks 7km south, then 3km north, then 4km south. How far is Pooja from the starting point?",7km south;3km north;4km south,8.0
coding_decoding,"If CAT is coded as HFY, how is BAT coded?",CAT->HFY;BAT->?,GFY
syllogism,Statement 1: All foods are dogs. Statement 2: All dogs are flowers. Conclusion: All foods are flowers. Is the conclusion valid?,All foods are dogs|All dogs are flowers|All foods are flowers,valid
blood_relation,Nikhil is Vikram's son. Vikram is Rohit's son. How is Nikhil related to Rohit?,Nikhil|son|Vikram;Vikram|son|Rohit,grandson
direction_sense,"Priya walks 6km east, then 7km south. How far is Priya from the starting point?",6km east;7km south,9.22
coding_decoding,"If MAP is coded as QET, how is KEY coded?",MAP->QET;KEY->?,OIC
syllogism,Statement 1: All cats are birds. Statement 2: No birds are plants. Conclusion: No cats are plants. Is the conclusion valid?,All cats are birds|No birds are plants|No cats are plants,valid
blood_relation,Amit is Vikram's son. Vikram is Sneha's daughter. How is Amit related to Sneha?,Amit|son|Vikram;Vikram|daughter|Sneha,grandson
direction_sense,"Meera walks 8km east, then 8km west. How far is Meera from the starting point?",8km east;8km west,0.0
coding_decoding,"If MAP is coded as PDS, how is COW coded?",MAP->PDS;COW->?,FRZ
syllogism,Statement 1: Some vehicles are mammals. Statement 2: Some mammals are animals. Conclusion: Some vehicles are animals. Is the conclusion valid?,Some vehicles are mammals|Some mammals are animals|Some vehicles are animals,invalid
blood_relation,Suresh is Priya's father. Priya is Karan's mother. How is Suresh related to Karan?,Suresh|father|Priya;Priya|mother|Karan,grandfather
direction_sense,"Divya walks 3km south, then 6km east, then 9km west. How far is Divya from the starting point?",3km south;6km east;9km west,4.24
coding_decoding,"If SUN is coded as TVO, how is BOX coded?",SUN->TVO;BOX->?,CPY
syllogism,Statement 1: Some fruits are birds. Statement 2: All birds are pets. Conclusion: Some fruits are pets. Is the conclusion valid?,Some fruits are birds|All birds are pets|Some fruits are pets,valid
blood_relation,Vikram is Amit's mother. Amit is Arjun's father. How is Vikram related to Arjun?,Vikram|mother|Amit;Amit|father|Arjun,grandmother
direction_sense,"Amit walks 10km north, then 8km south, then 10km east. How far is Amit from the starting point?",10km north;8km south;10km east,10.2
coding_decoding,"If DOG is coded as GRJ, how is BOX coded?",DOG->GRJ;BOX->?,ERA
syllogism,Statement 1: No birds are vehicles. Statement 2: Some vehicles are cats. Conclusion: Some cats are not birds. Is the conclusion valid?,No birds are vehicles|Some vehicles are cats|Some cats are not birds,valid
blood_relation,Karan is Vikram's father. Vikram is Arjun's mother. How is Karan related to Arjun?,Karan|father|Vikram;Vikram|mother|Arjun,grandfather
direction_sense,"Divya walks 6km east, then 4km west. How far is Divya from the starting point?",6km east;4km west,2.0
coding_decoding,"If CAT is coded as HFY, how is RUN coded?",CAT->HFY;RUN->?,WZS
syllogism,Statement 1: Some pets are flowers. Statement 2: Some flowers are fruits. Conclusion: Some pets are fruits. Is the conclusion valid?,Some pets are flowers|Some flowers are fruits|Some pets are fruits,invalid
blood_relation,Suresh is Divya's mother. Divya is Kavya's father. How is Suresh related to Kavya?,Suresh|mother|Divya;Divya|father|Kavya,grandmother
direction_sense,"Kavya walks 8km east, then 2km north. How far is Kavya from the starting point?",8km east;2km north,8.25
coding_decoding,"If MAP is coded as OCR, how is JAM coded?",MAP->OCR;JAM->?,LCO
syllogism,Statement 1: Some animals are vehicles. Statement 2: All vehicles are mammals. Conclusion: Some animals are mammals. Is the conclusion valid?,Some animals are vehicles|All vehicles are mammals|Some animals are mammals,valid
blood_relation,Amit is Manoj's father. Manoj is Sneha's father. How is Amit related to Sneha?,Amit|father|Manoj;Manoj|father|Sneha,grandfather
direction_sense,"Meera walks 3km south, then 10km west, then 4km south. How far is Meera from the starting point?",3km south;10km west;4km south,12.21
coding_decoding,"If CAT is coded as ECV, how is KEY coded?",CAT->ECV;KEY->?,MGA
syllogism,Statement 1: All foods are cats. Statement 2: No cats are plants. Conclusion: No foods are plants. Is the conclusion valid?,All foods are cats|No cats are plants|No foods are plants,valid
blood_relation,Meera is Pooja's father. Pooja is Suresh's father. How is Meera related to Suresh?,Meera|father|Pooja;Pooja|father|Suresh,grandfather
direction_sense,"Amit walks 6km north, then 6km west. How far is Amit from the starting point?",6km north;6km west,8.49
coding_decoding,"If BAT is coded as FEX, how is COW coded?",BAT->FEX;COW->?,GSA
syllogism,Statement 1: All animals are dogs. Statement 2: All dogs are plants. Conclusion: All animals are plants. Is the conclusion valid?,All animals are dogs|All dogs are plants|All animals are plants,valid
blood_relation,Rohit is Manoj's father. Manoj is Pooja's father. How is Rohit related to Pooja?,Rohit|father|Manoj;Manoj|father|Pooja,grandfather
direction_sense,"Karan walks 9km north, then 4km west. How far is Karan from the starting point?",9km north;4km west,9.85
coding_decoding,"If BAT is coded as FEX, how is COW coded?",BAT->FEX;COW->?,GSA
syllogism,Statement 1: No cars are fruits. Statement 2: Some fruits are mammals. Conclusion: Some mammals are not cars. Is the conclusion valid?,No cars are fruits|Some fruits are mammals|Some mammals are not cars,valid
